UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
62,February 13 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,TRUE,Brooklyn,11221
64,February 15 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11207
66,February 18 2015,DOG,Yorkshire Terrier,3,M,FALSE,Brooklyn,11233
67,February 17 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn,11207
70,February 06 2015,DOG,Shiba Inu,3,M,FALSE,Brooklyn,
72,February 22 2015,DOG,Pit Bull,10,M,TRUE,Brooklyn,11235
81,February 26 2015,DOG,Pit Bull,1,M,FALSE,Brooklyn,11226
82,February 28 2015,DOG,Weimaraner,11,M,TRUE,Brooklyn,11230
86,February 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn,11228
89,March 04 2015,DOG,"Jindo Dog,",,M,TRUE,Brooklyn,11215
91,March 07 2015,DOG,"Bull Dog, English",2,M,TRUE,Brooklyn,11201
92,February 27 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11206
93,March 07 2015,DOG,BULLDOG/SHARPEI,11,M,TRUE,Brooklyn,11233
94,March 08 2015,DOG,Shih Tzu,4,M,FALSE,Brooklyn,11234
95,March 10 2015,DOG,COCKER/CORGI X,,M,FALSE,Brooklyn,11201
97,March 12 2015,DOG,Jack Russ,7M,M,FALSE,Brooklyn,11208
99,February 26 2015,DOG,Pit Bull,2,M,FALSE,Brooklyn,11216
100,March 13 2015,DOG,Pug,6,M,TRUE,Brooklyn,11231
101,March 15 2015,DOG,Yorkshire Terrier,4,M,FALSE,Brooklyn,11205
102,March 14 2015,DOG,Chow Chow,3,M,FALSE,Brooklyn,11234
103,March 15 2015,DOG,American Staffordshire Terrier,8,M,TRUE,Brooklyn,11230
104,March 14 2015,DOG,SHEPHERD MIX,5,M,TRUE,Brooklyn,11229
105,March 16 2015,DOG,Maltese,7,M,TRUE,Brooklyn,11221
106,March 18 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,TRUE,Brooklyn,11207
107,March 16 2015,DOG,Yorkshire Terrier,1,M,FALSE,Brooklyn,11221
109,March 16 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Brooklyn,11234
112,March 09 2015,DOG,Miniature Pinscher,,M,FALSE,Brooklyn,11235
113,March 22 2015,DOG,Shih Tzu,2,M,FALSE,Brooklyn,11223
115,March 22 2015,DOG,Shih Tzu,7,M,TRUE,Brooklyn,11208
117,March 21 2015,DOG,"Bull Dog, French",6,M,TRUE,Brooklyn,11217
118,February 02 2015,DOG,Pekingese,4,M,FALSE,Brooklyn,11238
119,March 15 2015,DOG,Chihuahua,6,M,FALSE,Brooklyn,11221
120,March 25 2015,DOG,TERRIER,5,M,FALSE,Brooklyn,11027
121,March 29 2015,DOG,Pit Bull,1,M,FALSE,Brooklyn,11224
122,March 20 2015,DOG,HARRIER/BEAGLE,10 M,M,TRUE,Brooklyn,11235
124,March 28 2015,DOG,"Dachshund, Long Haired Miniature",4,M,TRUE,Brooklyn,11234
126,March 24 2015,DOG,BOXER X W/ PIT BULL,8,M,TRUE,Brooklyn,11231
128,April 03 2015,DOG,Yorkshire Terrier,6,M,TRUE,Brooklyn,11233
130,April 06 2015,DOG,Bull dog,8M,M,FALSE,Brooklyn,11213
135,April 06 2015,DOG,Chihuahua Crossbreed,4M,M,FALSE,Brooklyn,11205
136,April 06 2015,DOG,"Poodle, Standard",2,M,FALSE,Brooklyn,11213
138,April 01 2015,DOG,Bull Terrier,1,M,FALSE,Brooklyn,11201
139,April 08 2015,DOG,CATAHOULA LEOPARD DOG,1,M,TRUE,Brooklyn,11235
142,April 10 2015,DOG,Cocker Spaniel Crossbreed,5,M,TRUE,Brooklyn,11206
145,April 10 2015,DOG,"Bull Dog, English",9M,M,FALSE,Brooklyn,11220
146,April 10 2015,DOG,American Pit Bull Terrier/Pit Bull,6M,M,FALSE,Brooklyn,11224
150,April 13 2015,DOG,Pit Bull,9,M,FALSE,Brooklyn,11207
151,April 13 2015,DOG,Chihuahua,9M,M,FALSE,Brooklyn,11208
153,April 10 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn,
157,April 16 2015,DOG,Rottweiler,1,M,TRUE,Brooklyn,11228
158,April 14 2015,DOG,Beagle Crossbreed,19,M,FALSE,Brooklyn,11214
166,April 17 2015,DOG,Border Terrier,3,M,TRUE,Brooklyn,
167,April 17 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11231
173,April 17 2015,DOG,BEAGLE/JACK RUSS,4,M,TRUE,Brooklyn,11224
175,April 19 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,TRUE,Brooklyn,11218
180,April 23 2015,DOG,PARSON RUSSELLTERR,2,M,TRUE,Brooklyn,11231
182,April 25 2015,DOG,Shih Tzu,5,M,TRUE,Brooklyn,11219
183,April 26 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11212
184,April 25 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11221
185,April 25 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11221
186,April 27 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11218
189,April 25 2015,DOG,German Shepherd,7,M,TRUE,Brooklyn,11234
191,April 29 2015,DOG,Pug,3,M,TRUE,Brooklyn,11223
193,April 29 2015,DOG,SHIBA INU,5,M,TRUE,Brooklyn,11221
196,April 30 2015,DOG,GERMAN SHEPHERD/RIDGEBACK,5,M,TRUE,Brooklyn,11231
197,May 01 2015,DOG,Bichon Frise,8,M,TRUE,Brooklyn,11223
201,May 02 2015,DOG,"Collie, Border",14,M,TRUE,Brooklyn,11234
202,May 04 2015,DOG,American Pit Bull Mix / Pit Bull Mix,8M,M,FALSE,Brooklyn,11204
204,May 01 2015,DOG,Boxer,2,M,TRUE,Brooklyn,11237
210,April 29 2015,DOG,,7,M,FALSE,Brooklyn,11204
211,May 06 2015,DOG,CHIHUAHUA/BOSTON TERR X,5,M,TRUE,Brooklyn,11222
212,April 08 2015,DOG,HUSKY/CATTLE DOG MIX,4,M,TRUE,Brooklyn,
213,April 08 2015,DOG,HUSKY/CATTLE MIX,4,M,TRUE,Brooklyn,
214,May 10 2015,DOG,American Pit Bull Terrier/Pit Bull,13,M,TRUE,Brooklyn,11234
215,May 10 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11228
216,May 09 2015,DOG,Siberian Husky,14,M,TRUE,Brooklyn,11231
218,May 01 2015,DOG,American Staffordshire Terrier,8,M,TRUE,Brooklyn,11217
222,May 07 2015,DOG,Australian Shepherd,5,M,TRUE,Brooklyn,11238
224,May 09 2015,DOG,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn,11219
226,April 25 2015,DOG,Shih Tzu,4,M,TRUE,Brooklyn,11226
229,May 12 2015,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE,Brooklyn,11213
231,May 12 2015,DOG,Bloodhound,4,M,TRUE,Brooklyn,11231
232,May 12 2015,DOG,Jack Russ,10,M,TRUE,Brooklyn,11215
234,May 14 2015,DOG,"Cocker Spaniel, American",10,M,TRUE,Brooklyn,11220
236,May 14 2015,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Brooklyn,11232
238,April 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11234
239,May 15 2015,DOG,Cocker Spaniel Crossbreed,,M,FALSE,Brooklyn,11205
240,May 18 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11211
241,May 18 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11211
243,January 08 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,TRUE,Brooklyn,11224
249,May 06 2015,DOG,CORGI,,M,FALSE,Brooklyn,11222
253,May 24 2015,DOG,MIXED,2,M,TRUE,Brooklyn,
257,May 24 2015,DOG,,1,M,FALSE,Brooklyn,11207
262,May 23 2015,DOG,"Mastiff, Tibetan",1,M,TRUE,Brooklyn,11214
263,May 23 2015,DOG,MALTESE MIX,4,M,TRUE,Brooklyn,
264,May 24 2015,DOG,SCHNAUZER,,M,FALSE,Brooklyn,11215
270,May 23 2015,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,TRUE,Brooklyn,11205
272,May 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn,11236
275,May 30 2015,DOG,West High White Terrier,4,M,FALSE,Brooklyn,11224
276,May 30 2015,DOG,West High White Terrier,4,M,FALSE,Brooklyn,11224
277,May 31 2015,DOG,Chihuahua,1,M,FALSE,Brooklyn,11207
284,June 02 2015,DOG,Chow Chow,1,M,FALSE,Brooklyn,11233
285,June 02 2015,DOG,Doberman Pinscher,7,M,TRUE,Brooklyn,11228
286,June 01 2015,DOG,Yorkshire Terrier,2,M,FALSE,Brooklyn,11217
288,June 03 2015,DOG,SHORKY,8,M,TRUE,Brooklyn,11238
289,May 31 2015,DOG,HAVANESE X,4,M,TRUE,Brooklyn,11236
290,May 27 2015,DOG,BLUE HEELER X,9,M,TRUE,Brooklyn,11237
292,June 04 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11226
293,June 04 2015,DOG,Yorkshire Terrier,2,M,TRUE,Brooklyn,11214
296,June 06 2015,DOG,Chow Chow,4,M,FALSE,Brooklyn,11234
297,June 05 2015,DOG,Lhasa Apso,5,M,TRUE,Brooklyn,11231
298,June 06 2015,DOG,"Poodle, Standard",3,M,TRUE,Brooklyn,11234
302,May 30 2015,DOG,Chow Chow,2,M,FALSE,Brooklyn,11208
307,June 10 2015,DOG,,5,M,FALSE,Brooklyn,11223
308,June 10 2015,DOG,Cane Corso,2,M,FALSE,Brooklyn,11224
309,June 09 2015,DOG,ENGLISH SETTER,6,M,FALSE,Brooklyn,
316,June 14 2015,DOG,TERRIER MIX,6,M,TRUE,Brooklyn,
323,June 12 2015,DOG,Jack Russ,2,M,TRUE,Brooklyn,11235
326,June 14 2015,DOG,American Eskimo,5,M,TRUE,Brooklyn,11230
329,June 07 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11217
331,June 22 2015,DOG,MALTESE/CHIHUAHUA X,1,M,FALSE,Brooklyn,11217
333,June 19 2015,DOG,Pit Bull,5,M,TRUE,Brooklyn,11211
335,June 18 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,TRUE,Brooklyn,11235
338,June 23 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11233
340,June 24 2015,DOG,American Pit Bull Terrier/Pit Bull,,M,FALSE,Brooklyn,11230
343,June 25 2015,DOG,American Staffordshire Terrier,3,M,FALSE,Brooklyn,
344,June 28 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn,11203
346,June 26 2015,DOG,Maltese,1,M,FALSE,Brooklyn,11236
351,June 21 2015,DOG,Mixed/Other,2,M,FALSE,Brooklyn,11213
353,July 01 2015,DOG,Vizsla,4,M,TRUE,Brooklyn,11249
357,March 17 2015,DOG,Jack Russ,10,M,FALSE,Brooklyn,11221
370,July 04 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,
371,July 02 2015,DOG,Chihuahua,3,M,FALSE,Brooklyn,11212
372,July 03 2015,DOG,CHOW CHOW/SHEPARD X,12,M,FALSE,Brooklyn,11207
374,July 04 2015,DOG,MALTIPOO,6,M,TRUE,Brooklyn,11212
375,June 29 2015,DOG,BORDER COLLIE/POINTER X,6,M,TRUE,Brooklyn,11231
376,July 08 2015,DOG,ENG SETTER,6,M,FALSE,Brooklyn,11235
378,July 05 2015,DOG,Wire Fox Terrier,8,M,TRUE,Brooklyn,11205
380,July 14 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn,11221
384,July 04 2015,DOG,Jack Russ,1,M,TRUE,Brooklyn,11204
390,July 10 2015,DOG,Golden Retriever,5,M,TRUE,Brooklyn,11238
391,July 10 2015,DOG,German Shepherd Crossbreed,6,M,FALSE,Brooklyn,11231
393,July 01 2015,DOG,German Shepherd,6,M,FALSE,Brooklyn,11220
395,July 12 2015,DOG,JACK RUSSELL X,10M,M,FALSE,Brooklyn,11236
400,July 08 2015,DOG,POODLE/CHIHUAHUA X,2,M,FALSE,Brooklyn,11206
403,July 17 2015,DOG,Basset Hound,3,M,TRUE,Brooklyn,11220
407,July 16 2015,DOG,Shiba Inu,1,M,TRUE,Brooklyn,11235
413,July 21 2015,DOG,Cocker Spaniel,13,M,TRUE,Brooklyn,11230
415,July 19 2015,DOG,Pit Bull,4,M,TRUE,Brooklyn,11222
416,July 19 2015,DOG,Bull Terrier,2,M,FALSE,Brooklyn,11207
417,July 18 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11213
421,July 22 2015,DOG,Belgian Malinois,1,M,FALSE,Brooklyn,11213
422,July 22 2015,DOG,PIT BULL/BOXER X,2,M,TRUE,Brooklyn,11237
423,July 22 2015,DOG,PIT BULL/BULL DOG,2,M,TRUE,Brooklyn,11237
429,July 22 2015,DOG,Yorkshire Terrier,6,M,TRUE,Brooklyn,11231
430,July 25 2015,DOG,Maltese,1,M,FALSE,Brooklyn,11218
432,July 25 2015,DOG,Shiba Inu,1,M,TRUE,Brooklyn,11237
435,July 28 2015,DOG,RED-NOSE PIT BULL,9,M,TRUE,Brooklyn,11206
438,July 29 2015,DOG,MUTT,2,M,TRUE,Brooklyn,11203
441,July 31 2015,DOG,Labrador Retriever,10,M,TRUE,Brooklyn,11207
442,August 02 2015,DOG,"Bull Dog, English",9,M,TRUE,Brooklyn,11217
446,August 02 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11206
447,July 31 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11233
451,July 25 2015,DOG,Chihuahua,3,M,FALSE,Brooklyn,11223
452,July 31 2015,DOG,Maltese,,M,TRUE,Brooklyn,11232
453,August 02 2015,DOG,Maltese,,M,TRUE,Brooklyn,11232
457,August 04 2015,DOG,Alaskan Klee Kai,1,M,TRUE,Brooklyn,11204
459,August 05 2015,DOG,Yorkshire Terrier,3,M,TRUE,Brooklyn,11238
460,August 06 2015,DOG,Jack Russ,7,M,TRUE,Brooklyn,11207
466,July 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn,11208
469,August 07 2015,DOG,Jack Russ,3,M,FALSE,Brooklyn,11213
470,August 02 2015,DOG,Doberman Pinscher,5m,M,FALSE,Brooklyn,11209
473,August 07 2015,DOG,AUST CATTLE DOG,1,M,FALSE,Brooklyn,11208
476,August 11 2015,DOG,"Bull Dog, French",8,M,TRUE,Brooklyn,11206
481,August 08 2015,DOG,Akita,3,M,FALSE,Brooklyn,11219
482,August 14 2015,DOG,JACK RUSSELL/ CHIHUAHUA,4,M,FALSE,Brooklyn,11206
483,August 06 2015,DOG,Shih Tzu,4,M,FALSE,Brooklyn,11214
485,August 15 2015,DOG,American Staffordshire Terrier,10,M,FALSE,Brooklyn,11206
488,August 16 2015,DOG,German Shepherd,3,M,TRUE,Brooklyn,11226
491,August 16 2015,DOG,Yorkshire Terrier,14,M,TRUE,Brooklyn,11207
494,August 19 2015,DOG,American Staffordshire Terrier,5,M,TRUE,Brooklyn,11213
495,August 17 2015,DOG,Chihuahua,8,M,TRUE,Brooklyn,11226
497,August 09 2015,DOG,Bull dog,3,M,FALSE,Brooklyn,11208
500,August 21 2015,DOG,Cane Corso,2,M,FALSE,Brooklyn,11231
508,August 11 2015,DOG,Labrador Retriever,5,M,TRUE,Brooklyn,11249
509,August 19 2015,DOG,"Poodle, Miniature",2,M,FALSE,Brooklyn,11220
512,August 26 2015,DOG,POODLE/BOXER X,1,M,TRUE,Brooklyn,11221
514,August 27 2015,DOG,Shih Tzu,8,M,FALSE,Brooklyn,11208
515,August 11 2015,DOG,Jack Russ,2,M,TRUE,Brooklyn,11204
516,August 27 2015,DOG,YORKSHIRE TER/SHIHTZU,3,M,TRUE,Brooklyn,11226
520,August 27 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11223
521,August 29 2015,DOG,Brittany Spaniel,3,M,FALSE,Brooklyn,11235
526,September 01 2015,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,11206
529,September 01 2015,DOG,Shiba Inu,3,M,TRUE,Brooklyn,11217
541,September 03 2015,DOG,Shih Tzu,3,M,FALSE,Brooklyn,11235
545,September 09 2015,DOG,Labrador Retriever Crossbreed,1,M,TRUE,Brooklyn,11228
547,September 10 2015,DOG,YORKIPOO,2,M,FALSE,Brooklyn,11249
553,September 14 2015,DOG,American Pit Bull Terrier/Pit Bull,14M,M,FALSE,Brooklyn,11215
554,September 14 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11213
555,September 13 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11220
556,September 12 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11206
557,September 11 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11233
558,September 15 2015,DOG,CORGI/CHIHUAHUA X,1,M,TRUE,Brooklyn,11206
560,September 13 2015,DOG,YORKIE/SHIH TZU,3,M,TRUE,Brooklyn,11236
570,September 20 2015,DOG,"Bull Dog, English",7,M,TRUE,Brooklyn,11201
571,September 18 2015,DOG,Shih Tzu,1,M,TRUE,Brooklyn,11215
572,September 22 2015,DOG,"PEKINGESE,SHIH TZU,  CHIH HUA HUA X",5,M,FALSE,Brooklyn,11237
576,September 22 2015,DOG,German Shepherd,2,M,TRUE,Brooklyn,11236
577,September 26 2015,DOG,GREAT DANE/PIT BULL X,1,M,TRUE,Brooklyn,
581,September 26 2015,DOG,LHASA APSO/POODLDE X,1,M,FALSE,Brooklyn,11226
582,September 28 2015,DOG,Beagle Crossbreed,6,M,TRUE,Brooklyn,11226
590,September 30 2015,DOG,American Pit Bull Terrier/Pit Bull,,M,FALSE,Brooklyn,11236
593,September 30 2015,DOG,Labrador Retriever Crossbreed,7,M,TRUE,Brooklyn,11220
594,September 22 2015,DOG,SHARPEI/GERMAN SHEP X,1,M,FALSE,Brooklyn,11229
597,October 05 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Brooklyn,11223
599,October 05 2015,DOG,American Pit Bull Mix / Pit Bull Mix,6M,M,TRUE,Brooklyn,11208
601,October 05 2015,DOG,LAB/PIT BULL X,3M,M,TRUE,Brooklyn,11228
607,October 08 2015,DOG,German Shepherd,5,M,FALSE,Brooklyn,11220
609,October 11 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11226
610,October 10 2015,DOG,AUSTRALIAN CATTLE DOG,14,M,TRUE,Brooklyn,11230
611,October 12 2015,DOG,English Springer Spaniel,12,M,TRUE,Brooklyn,11201
619,October 15 2015,DOG,Pit Bull,5,M,FALSE,Brooklyn,11212
620,October 18 2015,DOG,BORDER COLLIE/LAB,4,M,TRUE,Brooklyn,11215
622,October 18 2015,DOG,American Eskimo,7,M,FALSE,Brooklyn,11205
624,October 05 2015,DOG,Labrador Retriever Crossbreed,9,M,FALSE,Brooklyn,11238
628,October 20 2015,DOG,German Shepherd,8,M,TRUE,Brooklyn,11235
631,October 21 2015,DOG,Chihuahua,10,M,FALSE,Brooklyn,11211
637,October 24 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11236
639,October 24 2015,DOG,Pit Bull,11M,M,TRUE,Brooklyn,11234
641,October 19 2015,DOG,German Shepherd,4,M,TRUE,Brooklyn,11234
642,October 18 2015,DOG,Yorkshire Terrier,3,M,TRUE,Brooklyn,11230
643,October 24 2015,DOG,Pit Bull,3,M,FALSE,Brooklyn,
644,October 27 2015,DOG,Shih Tzu,2,M,FALSE,Brooklyn,11216
648,October 23 2015,DOG,,,M,FALSE,Brooklyn,
649,October 14 2015,DOG,Labrador Retriever Crossbreed,2,M,TRUE,Brooklyn,11206
652,November 01 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11208
657,October 31 2015,DOG,Vizsla,2,M,TRUE,Brooklyn,11204
666,October 23 2015,DOG,American Staffordshire Terrier,1,M,TRUE,Brooklyn,11214
667,November 05 2015,DOG,YORKIE/MALTESE X,7,M,TRUE,Brooklyn,11203
668,November 06 2015,DOG,American Pit Bull Mix / Pit Bull Mix,10M,M,FALSE,Brooklyn,11208
671,November 06 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11208
672,November 06 2015,DOG,MIXED,5,M,TRUE,Brooklyn,11208
673,November 07 2015,DOG,CHOW/SHEPHERD X,15,M,TRUE,Brooklyn,11234
674,November 07 2015,DOG,"Mastiff, Bull",6,M,TRUE,Brooklyn,11230
675,November 07 2015,DOG,"Poodle, Standard",9,M,TRUE,Brooklyn,
681,November 11 2015,DOG,Chihuahua,2,M,FALSE,Brooklyn,11228
682,November 10 2015,DOG,DOBERMAN/PIT BULL X,1,M,TRUE,Brooklyn,11201
683,November 06 2015,DOG,"Poodle, Standard",5,M,FALSE,Brooklyn,11203
694,November 12 2015,DOG,HARRIER/GERM SHEP,3,M,TRUE,Brooklyn,11206
695,November 16 2015,DOG,MASTIFF/AM PIT BULL TERR,1,M,TRUE,Brooklyn,11208
698,November 18 2015,DOG,Pit Bull,1,M,TRUE,Brooklyn,11212
705,November 22 2015,DOG,Pit Bull,1,M,FALSE,Brooklyn,11208
706,November 21 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,TRUE,Brooklyn,11214
707,November 23 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11208
712,November 20 2015,DOG,Pit Bull,6,M,FALSE,Brooklyn,11206
713,November 23 2015,DOG,Shih Tzu,2,M,TRUE,Brooklyn,11220
715,November 25 2015,DOG,Pit Bull,4,M,FALSE,Brooklyn,11206
716,November 26 2015,DOG,Chihuahua,4M,M,TRUE,Brooklyn,11239
717,November 26 2015,DOG,American Staffordshire Terrier,10M,M,FALSE,Brooklyn,11221
718,November 27 2015,DOG,Chihuahua Crossbreed,8,M,TRUE,Brooklyn,11207
722,November 28 2015,DOG,Shih Tzu,2,M,TRUE,Brooklyn,11237
724,November 29 2015,DOG,Yorkshire Terrier,4,M,TRUE,Brooklyn,11236
726,November 27 2015,DOG,Shih Tzu,1,M,FALSE,Brooklyn,11219
728,November 30 2015,DOG,MIXED,3,M,TRUE,Brooklyn,11210
731,December 01 2015,DOG,Beagle Crossbreed,2,M,TRUE,Brooklyn,11231
733,December 03 2015,DOG,"Bull Dog, French",3,M,TRUE,Brooklyn,11235
735,November 25 2015,DOG,Jack Russ,,M,TRUE,Brooklyn,11208
736,December 06 2015,DOG,Pit Bull,4,M,TRUE,Brooklyn,11212
737,December 07 2015,DOG,BEAGLE/JACK RUSSELL X,4,M,TRUE,Brooklyn,11224
738,December 06 2015,DOG,Chow Chow,8,M,FALSE,Brooklyn,11221
739,December 03 2015,DOG,TERRIER,1,M,TRUE,Brooklyn,11229
740,December 06 2015,DOG,Bichon Frise,12,M,TRUE,Brooklyn,11234
741,December 05 2015,DOG,SUDANESE HOUND X,1,M,TRUE,Brooklyn,11231
742,December 04 2015,DOG,TERRIER X,6,M,TRUE,Brooklyn,11234
745,December 09 2015,DOG,Yorkshire Terrier Crossbreed,3,M,FALSE,Brooklyn,11208
746,December 09 2015,DOG,TERRIER X,11,M,TRUE,Brooklyn,11231
748,December 01 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11208
750,December 14 2015,DOG,Yorkshire Terrier,5,M,TRUE,Brooklyn,11237
751,December 08 2015,DOG,Shih Tzu,2,M,FALSE,Brooklyn,11221
754,December 12 2015,DOG,Pit Bull,1,M,TRUE,Brooklyn,11237
759,December 14 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11217
760,December 17 2015,DOG,American Pit Bull Mix / Pit Bull Mix,,M,FALSE,Brooklyn,11208
763,December 19 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Brooklyn,11238
769,December 13 2015,DOG,"Poodle, Toy",2,M,FALSE,Brooklyn,11232
772,December 24 2015,DOG,,8,M,TRUE,Brooklyn,11234
773,December 24 2015,DOG,Miniature Pinscher,11,M,FALSE,Brooklyn,11228
774,December 26 2015,DOG,Chihuahua,2,M,FALSE,Brooklyn,11220
776,December 24 2015,DOG,Shih Tzu,6,M,TRUE,Brooklyn,11207
778,December 25 2015,DOG,MIXED,4,M,TRUE,Brooklyn,11219
780,December 30 2015,DOG,Pit Bull,2,M,FALSE,Brooklyn,11223
781,January 02 2016,DOG,Yorkshire Terrier,10,M,TRUE,Brooklyn,11235
783,January 01 2016,DOG,Pit Bull,,M,TRUE,Brooklyn,11206
785,December 31 2015,DOG,Brussels Griffon,8,M,TRUE,Brooklyn,11213
787,January 01 2016,DOG,,,M,FALSE,Brooklyn,11236
788,December 22 2015,DOG,SHIH TZU/POODLE X,2,M,TRUE,Brooklyn,11230
789,December 10 2015,DOG,AMER BULL TERRIER,1,M,FALSE,Brooklyn,11213
792,January 06 2016,DOG,German Shepherd,2,M,FALSE,Brooklyn,11220
795,December 25 2015,DOG,Rottweiler,,M,FALSE,Brooklyn,11234
797,January 10 2016,DOG,PUG/BEAGLE X,10,M,FALSE,Brooklyn,11209
798,January 12 2016,DOG,,7,M,TRUE,Brooklyn,11229
800,January 12 2016,DOG,Pit Bull,2,M,FALSE,Brooklyn,11229
801,January 13 2016,DOG,TOY FOX TERRIER,1,M,FALSE,Brooklyn,11208
804,January 10 2016,DOG,Miniature Pinscher,3,M,TRUE,Brooklyn,11232
807,January 15 2016,DOG,PIT BULL/ AMERICAN BULLY,3,M,FALSE,Brooklyn,11232
812,December 23 2015,DOG,Yorkshire Terrier Crossbreed,6,M,TRUE,Brooklyn,11219
814,January 18 2016,DOG,Boston Terrier,4,M,TRUE,Brooklyn,
817,January 21 2016,DOG,Chihuahua,1,M,FALSE,Brooklyn,11219
820,January 16 2016,DOG,Labrador Retriever Crossbreed,,M,TRUE,Brooklyn,11231
821,January 21 2016,DOG,Rottweiler,2,M,FALSE,Brooklyn,11232
823,January 21 2016,DOG,Rottweiler,2,M,FALSE,Brooklyn,11232
824,January 21 2016,DOG,PERSA CANARIO,9,M,FALSE,Brooklyn,
825,January 21 2016,DOG,Jack Russ,7,M,FALSE,Brooklyn,11236
826,January 23 2016,DOG,JACK RUSSELL X,2,M,TRUE,Brooklyn,11218
827,January 22 2016,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn,11221
831,January 23 2016,DOG,Chihuahua,1,M,FALSE,Brooklyn,11226
839,February 02 2016,DOG,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn,11221
847,February 04 2016,DOG,Chihuahua,1,M,FALSE,Brooklyn,
848,February 04 2016,DOG,Boston Terrier,4,M,TRUE,Brooklyn,11237
849,February 06 2016,DOG,Silky Terrier,6,M,FALSE,Brooklyn,11206
850,February 09 2016,DOG,Pit Bull,4,M,FALSE,Brooklyn,11207
1039,May 19 2016,DOG,Pit Bull,6,M,TRUE,Brooklyn,11230
855,February 15 2016,DOG,Yorkshire Terrier,6,M,TRUE,Brooklyn,11214
856,February 13 2016,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Brooklyn,11235
